,FFMC,DMC,DC,ISI
128,91.4,37.9,673.8,5.2
129,92.6,46.5,691.8,8.8
130,68.2,21.5,87.2,0.8
131,87.2,23.9,64.7,4.1
132,89.3,51.3,102.2,9.6
133,93.7,80.9,685.2,17.9
134,88.1,25.7,67.6,3.8
135,93.5,139.4,594.2,20.3
136,92.4,124.1,680.7,8.5
137,90.9,126.5,686.5,7.0
138,85.8,48.3,313.4,3.9
139,91.0,129.5,692.6,7.0
140,90.9,126.5,686.5,7.0
141,95.5,99.9,513.3,13.2
142,90.1,108.0,529.8,12.5
143,90.0,51.3,296.3,8.7
144,95.5,99.9,513.3,13.2
145,95.2,131.7,578.8,10.4
146,90.1,39.7,86.6,6.2
147,84.4,73.4,671.9,3.2
148,94.8,108.3,647.1,17.0
149,93.7,80.9,685.2,17.9
150,92.5,56.4,433.3,7.1
151,90.1,68.6,355.2,7.2
152,90.1,51.2,424.1,6.2
153,94.3,85.1,692.3,15.9
154,93.4,145.4,721.4,8.1
155,94.8,108.3,647.1,17.0
156,93.4,145.4,721.4,8.1
157,92.1,111.2,654.1,9.6
158,92.1,111.2,654.1,9.6
159,92.4,117.9,668.0,12.2
160,90.1,39.7,86.6,6.2
161,95.2,131.7,578.8,10.4
162,90.6,50.1,100.4,7.8
163,92.5,121.1,674.4,8.6
164,89.7,90.0,704.4,4.8
165,84.9,18.2,55.0,3.0
166,92.1,111.2,654.1,9.6
167,96.0,127.1,570.5,16.5
168,91.2,48.3,97.8,12.5
169,95.2,131.7,578.8,10.4
170,92.9,133.3,699.6,9.2
171,85.6,90.4,609.6,6.6
172,91.4,142.4,601.4,10.6
173,90.9,126.5,686.5,7.0
174,90.2,96.9,624.2,8.9
175,90.2,96.9,624.2,8.9
176,81.5,9.1,55.2,2.7
177,90.2,99.6,631.2,6.3
178,90.1,82.9,735.7,6.2
179,88.8,147.3,614.5,9.0
180,92.4,124.1,680.7,8.5
181,84.9,32.8,664.2,3.0
182,86.8,15.6,48.3,3.9
183,91.7,48.5,696.1,11.1
184,93.9,135.7,586.7,15.1
185,91.0,129.5,692.6,7.0
186,89.3,51.3,102.2,9.6
187,90.9,126.5,686.5,7.0
188,90.8,41.9,89.4,7.9
189,90.7,44.0,92.4,5.5
190,91.2,48.3,97.8,12.5
191,95.2,131.7,578.8,10.4
192,94.8,108.3,647.1,17.0
193,92.9,133.3,699.6,9.2
194,94.8,108.3,647.1,17.0
195,93.9,135.7,586.7,15.1
196,81.5,9.1,55.2,2.7
197,92.9,137.0,706.4,9.2
198,91.0,129.5,692.6,7.0
199,63.5,70.8,665.3,0.8
200,91.0,129.5,692.6,7.0
201,90.1,37.6,83.7,7.2
202,83.9,8.7,32.1,2.1
203,91.4,37.9,673.8,5.2
204,90.6,50.1,100.4,7.8
205,92.9,137.0,706.4,9.2
206,93.5,139.4,594.2,20.3
207,91.0,129.5,692.6,7.0
208,92.4,117.9,668.0,12.2
209,93.7,80.9,685.2,17.9
210,90.6,43.7,686.9,6.7
211,93.5,139.4,594.2,20.3
212,94.3,85.1,692.3,15.9
213,87.6,52.2,103.8,5.0
214,91.7,35.8,80.8,7.8
215,91.7,35.8,80.8,7.8
216,92.4,124.1,680.7,8.5
217,88.6,91.8,709.9,7.1
218,92.9,133.3,699.6,9.2
219,90.1,39.7,86.6,6.2
220,90.2,99.6,631.2,6.3
221,93.3,141.2,713.9,13.9
222,87.6,52.2,103.8,5.0
223,88.3,150.3,309.9,6.8
224,90.1,82.9,735.7,6.2
225,93.5,149.3,728.6,8.1
226,91.7,48.5,696.1,11.1
227,92.2,81.8,480.8,11.9
228,93.5,149.3,728.6,8.1
229,92.2,81.8,480.8,11.9
230,92.9,133.3,699.6,9.2
231,93.5,149.3,728.6,8.1
232,91.0,129.5,692.6,7.0
233,84.4,73.4,671.9,3.2
234,92.5,121.1,674.4,8.6
235,91.4,142.4,601.4,10.6
236,92.5,121.1,674.4,8.6
237,91.0,129.5,692.6,7.0
238,92.5,121.1,674.4,8.6
239,81.9,3.0,7.9,3.5
240,88.0,17.2,43.5,3.8
241,83.0,23.3,85.3,2.3
242,94.2,122.3,589.9,12.9
243,91.8,175.1,700.7,13.8
244,91.8,175.1,700.7,13.8
245,91.8,175.1,700.7,13.8
246,91.8,175.1,700.7,13.8
247,92.2,91.6,503.6,9.6
248,93.1,157.3,666.7,13.5
249,93.1,157.3,666.7,13.5
250,93.1,157.3,666.7,13.5
251,93.1,157.3,666.7,13.5
252,93.1,157.3,666.7,13.5
253,91.9,109.2,565.5,8.0
254,91.6,138.1,621.7,6.3
255,87.5,77.0,694.8,5.0
256,94.2,117.2,581.1,11.0
257,94.2,117.2,581.1,11.0
258,91.8,170.9,692.3,13.7
259,91.8,170.9,692.3,13.7
260,93.6,97.9,542.0,14.4
261,91.6,112.4,573.0,8.9
262,91.6,112.4,573.0,8.9
263,91.1,141.1,629.1,7.1
264,94.3,167.6,684.4,13.0
265,93.7,102.2,550.3,14.6
266,94.3,131.7,607.1,22.7
267,92.1,152.6,658.2,14.3
268,92.1,152.6,658.2,14.3
269,92.1,152.6,658.2,14.3
270,92.1,152.6,658.2,14.3
271,92.1,152.6,658.2,14.3
272,92.1,152.6,658.2,14.3
273,84.4,27.2,353.5,6.8
274,84.0,27.8,354.6,5.3
275,84.6,26.4,352.0,2.0
276,85.4,25.4,349.7,2.6
277,85.4,25.4,349.7,2.6
278,85.4,25.4,349.7,2.6
279,85.4,25.4,349.7,2.6
280,84.7,26.7,352.6,4.1
281,85.4,25.4,349.7,2.6
282,84.9,27.5,353.5,3.4
283,86.9,6.6,18.7,3.2
284,85.2,4.9,15.8,6.3
285,93.9,169.7,411.8,12.3
286,91.2,183.1,437.7,12.5
287,91.6,104.2,474.9,9.0
288,91.6,104.2,474.9,9.0
289,91.6,104.2,474.9,9.0
290,91.6,104.2,474.9,9.0
291,91.6,104.2,474.9,9.0
292,91.6,100.2,466.3,6.3
293,93.1,180.4,430.8,11.0
294,92.3,88.8,440.9,8.5
295,93.1,180.4,430.8,11.0
296,90.4,89.5,290.8,6.4
297,90.4,89.5,290.8,6.4
298,91.2,147.8,377.2,12.7
299,53.4,71.0,233.8,0.4
300,90.4,93.3,298.1,7.5
301,90.4,93.3,298.1,7.5
302,91.1,94.1,232.1,7.1
303,91.1,94.1,232.1,7.1
304,85.1,28.0,113.8,3.5
305,89.6,84.1,714.3,5.7
306,89.6,84.1,714.3,5.7
307,89.6,84.1,714.3,5.7
308,92.4,105.8,758.1,9.9
309,92.4,105.8,758.1,9.9
310,92.4,105.8,758.1,9.9
311,92.4,105.8,758.1,9.9
312,50.4,46.2,706.6,0.4
313,92.6,115.4,777.1,8.8
314,92.6,115.4,777.1,8.8
315,91.2,134.7,817.5,7.2
316,92.4,96.2,739.4,8.6
317,92.4,96.2,739.4,8.6
318,92.8,119.0,783.5,7.5
319,92.8,119.0,783.5,7.5
320,92.8,119.0,783.5,7.5
321,92.8,119.0,783.5,7.5
322,92.8,119.0,783.5,7.5
323,90.7,136.9,822.8,6.8
324,88.1,53.3,726.9,5.4
325,92.2,102.3,751.5,8.4
326,92.2,102.3,751.5,8.4
327,92.2,102.3,751.5,8.4
328,92.2,102.3,751.5,8.4
329,92.2,102.3,751.5,8.4
330,92.2,102.3,751.5,8.4
331,91.2,124.4,795.3,8.5
332,91.2,124.4,795.3,8.5
333,92.1,87.7,721.1,9.5
334,91.6,108.4,764.0,6.2
335,91.6,108.4,764.0,6.2
336,91.6,108.4,764.0,6.2
337,91.6,108.4,764.0,6.2
338,91.6,108.4,764.0,6.2
339,91.6,108.4,764.0,6.2
340,91.6,108.4,764.0,6.2
341,91.9,111.7,770.3,6.5
342,91.5,130.1,807.1,7.5
343,91.5,130.1,807.1,7.5
344,91.5,130.1,807.1,7.5
345,91.5,130.1,807.1,7.5
346,91.5,130.1,807.1,7.5
347,92.1,99.0,745.3,9.6
348,92.1,99.0,745.3,9.6
349,92.1,99.0,745.3,9.6
350,92.1,99.0,745.3,9.6
351,92.1,99.0,745.3,9.6
352,92.1,99.0,745.3,9.6
353,92.1,99.0,745.3,9.6
354,92.1,99.0,745.3,9.6
355,92.1,99.0,745.3,9.6
356,92.1,99.0,745.3,9.6
357,92.5,122.0,789.7,10.2
358,92.5,122.0,789.7,10.2
359,92.5,122.0,789.7,10.2
360,92.5,122.0,789.7,10.2
361,92.5,122.0,789.7,10.2
362,88.2,55.2,732.3,11.6
363,91.9,111.7,770.3,6.5
364,91.9,111.7,770.3,6.5
365,91.9,111.7,770.3,6.5
366,91.1,132.3,812.1,12.5
367,91.1,132.3,812.1,12.5
368,91.2,94.3,744.4,8.4
369,91.0,276.3,825.1,7.1
370,91.0,276.3,825.1,7.1
371,91.9,133.6,520.5,8.0
372,92.0,203.2,664.5,8.1
373,94.8,222.4,698.6,13.9
374,90.3,290.0,855.3,7.4
375,91.2,94.3,744.4,8.4
376,92.1,207.0,672.6,8.2
377,93.7,231.1,715.1,8.4
378,90.9,18.9,30.6,8.0
379,18.7,1.1,171.4,0.0
380,93.7,101.3,458.8,11.9
381,90.7,194.1,643.0,6.8
382,95.2,217.7,690.0,18.0
383,91.6,248.4,753.8,6.3
384,91.6,273.8,819.1,7.7
385,91.6,181.3,613.0,7.6
386,90.5,96.7,750.5,11.4
387,90.9,18.9,30.6,8.0
388,94.8,227.0,706.7,12.0
389,94.8,227.0,706.7,12.0
390,84.7,9.5,58.3,4.1
391,91.1,91.3,738.1,7.2
392,91.0,276.3,825.1,7.1
393,93.4,15.0,25.6,11.4
394,84.1,4.6,46.7,2.2
395,85.0,9.0,56.9,3.5
396,90.5,96.7,750.5,11.4
397,91.6,181.3,613.0,7.6
398,93.7,231.1,715.1,8.4
399,93.3,49.5,297.7,14.0
400,93.3,49.5,297.7,14.0
401,91.1,88.2,731.7,8.3
402,94.8,227.0,706.7,12.0
403,90.7,194.1,643.0,6.8
404,87.9,84.8,725.1,3.7
405,94.6,212.1,680.9,9.5
406,87.1,291.3,860.6,4.0
407,84.7,8.2,55.0,2.9
408,90.3,290.0,855.3,7.4
409,92.3,96.2,450.2,12.1
410,84.1,7.3,52.8,2.7
411,84.6,3.2,43.6,3.3
412,92.3,92.1,442.1,9.8
413,93.7,231.1,715.1,8.4
414,93.6,235.1,723.1,10.1
415,94.8,222.4,698.6,13.9
416,92.7,164.1,575.8,8.9
417,93.4,17.3,28.3,9.9
418,92.0,203.2,664.5,8.1
419,91.6,181.3,613.0,7.6
420,91.7,191.4,635.9,7.8
421,95.2,217.7,690.0,18.0
422,88.9,263.1,795.9,5.2
423,91.2,94.3,744.4,8.4
424,93.7,231.1,715.1,8.4
425,91.6,248.4,753.8,6.3
426,91.6,248.4,753.8,6.3
427,92.1,207.0,672.6,8.2
428,94.8,222.4,698.6,13.9
429,91.6,181.3,613.0,7.6
430,89.7,287.2,849.3,6.8
431,92.1,178.0,605.3,9.6
432,94.8,222.4,698.6,13.9
433,93.6,235.1,723.1,10.1
434,90.6,269.8,811.2,5.5
435,90.8,84.7,376.6,5.6
436,92.1,207.0,672.6,8.2
437,89.4,253.6,768.4,9.7
438,93.7,231.1,715.1,8.4
439,91.1,91.3,738.1,7.2
440,90.3,290.0,855.3,7.4
441,92.1,207.0,672.6,8.2
442,87.9,24.9,41.6,3.7
443,90.7,80.9,368.3,16.8
444,90.3,290.0,855.3,7.4
445,94.0,47.9,100.7,10.7
446,92.0,203.2,664.5,8.1
447,93.4,17.3,28.3,9.9
448,89.7,284.9,844.0,10.1
449,91.6,181.3,613.0,7.6
450,95.2,217.7,690.0,18.0
451,90.5,196.8,649.9,16.3
452,91.5,238.2,730.6,7.5
453,89.4,266.2,803.3,5.6
454,91.6,248.4,753.8,6.3
455,94.6,160.0,567.2,16.7
456,91.6,248.4,753.8,6.3
457,91.7,191.4,635.9,7.8
458,93.7,231.1,715.1,8.4
459,91.6,273.8,819.1,7.7
460,93.7,231.1,715.1,8.4
461,93.7,231.1,715.1,8.4
462,91.0,276.3,825.1,7.1
463,75.1,4.4,16.2,1.9
464,75.1,4.4,16.2,1.9
465,79.5,3.6,15.3,1.8
466,87.2,15.1,36.9,7.1
467,90.2,18.5,41.1,7.3
468,91.3,20.6,43.5,8.5
469,91.0,14.6,25.6,12.3
470,91.0,14.6,25.6,12.3
471,89.6,25.4,73.7,5.7
472,88.2,96.2,229.0,4.7
473,90.5,61.1,252.6,9.4
474,93.0,103.8,316.7,10.8
475,93.7,121.7,350.2,18.0
476,93.5,85.3,395.0,9.9
477,93.7,101.3,423.4,14.7
478,93.7,101.3,423.4,14.7
479,89.2,103.9,431.6,6.4
480,93.2,114.4,560.0,9.5
481,93.2,114.4,560.0,9.5
482,94.9,130.3,587.1,14.1
483,94.9,130.3,587.1,14.1
484,94.9,130.3,587.1,14.1
485,95.0,135.5,596.3,21.3
486,95.1,141.3,605.8,17.7
487,95.1,141.3,605.8,17.7
488,95.1,141.3,605.8,17.7
489,95.1,141.3,605.8,17.7
490,95.1,141.3,605.8,17.7
491,95.8,152.0,624.1,13.8
492,95.9,158.0,633.6,11.3
493,95.9,158.0,633.6,11.3
494,96.0,164.0,643.0,14.0
495,96.2,175.5,661.8,16.8
496,96.2,175.5,661.8,16.8
497,96.1,181.1,671.2,14.3
498,96.1,181.1,671.2,14.3
499,96.1,181.1,671.2,14.3
500,96.1,181.1,671.2,14.3
501,96.1,181.1,671.2,14.3
502,96.1,181.1,671.2,14.3
503,94.5,139.4,689.1,20.0
504,94.5,139.4,689.1,20.0
505,91.0,163.2,744.4,10.1
506,91.0,166.9,752.6,7.1
507,91.0,166.9,752.6,7.1
508,91.0,166.9,752.6,7.1
509,91.0,166.9,752.6,7.1
510,91.0,166.9,752.6,7.1
511,81.6,56.7,665.6,1.9
512,81.6,56.7,665.6,1.9
513,81.6,56.7,665.6,1.9
514,81.6,56.7,665.6,1.9
515,94.4,146.0,614.7,11.3
516,79.5,3.0,106.7,1.1
